ODInvertebres;v1.0.2;2026-03-13;Temps d'execution :;3.78mins
CODE_STATION;DATE;CODE_OPERATION;MATIERES_ORGANIQUES;MATIERES_PHOSPHOREES;MATIERES_AZOTEES;NITRATES;HAP;PESTICIDES;RIPISYLVE;VOIES_COMMUNICATION;URBANISATION_100M;RISQUE_COLMATAGE;INSTABILITE_HYDROLOGIQUE;ANTHROPISATION_BV
03254870;02/08/2019;032548702019080213;0.559;0.5622;0.4561;0.5592;0.5071;0.7859;0.7144;0.5917;0.5932;0.3969;0.7153;0.8733
03254870;29/09/2020;032548702020092913;0.5615;0.5631;0.46;0.5425;0.4923;0.8726;0.7612;0.6499;0.6194;0.3452;0.7514;0.9386
03254870;19/09/2023;032548702023091913;0.5664;0.5735;0.5156;0.52;0.4695;0.7808;0.7113;0.6133;0.5871;0.3942;0.73;0.8772
03254920;31/07/2012;032549202012073113;0.5991;0.6869;0.6368;0.6793;0.795;0.8886;0.7339;0.4422;0.7897;0.5838;0.6075;0.9405
03254920;22/07/2020;032549202020072213;0.5689;0.6294;0.6061;0.622;0.6662;0.7522;0.7356;0.5664;0.7092;0.553;0.5607;0.8194
03254920;18/07/2023;032549202023071813;0.6303;0.7333;0.6394;0.6781;0.7255;0.8598;0.7408;0.4333;0.7361;0.5818;0.5932;0.9287
03254929;21/07/2021;032549292021072113;0.7147;0.5919;0.5885;0.6474;0.5646;0.8939;0.7943;0.307;0.5049;0.6049;0.5259;0.7699
03254933;23/08/2019;032549332019082313;0.7646;0.6603;0.6581;0.5934;0.5897;0.7232;0.7137;0.2906;0.5485;0.5985;0.4547;0.6215
03254933;17/07/2023;032549332023071713;0.7887;0.6789;0.6827;0.5633;0.5276;0.7382;0.6601;0.5131;0.6344;0.5082;0.5906;0.5911
03254935;04/08/2015;032549352015080413;0.1885;0.1018;0.074;0.8414;0.6649;0.5796;0.6234;0.1111;0.5025;0.6814;0.5569;0.8612
03254935;19/07/2022;032549352022071913;0.4769;0.2605;0.113;0.5752;0.5261;0.6999;0.6972;0.2015;0.4183;0.4153;0.5275;0.6785
03255180;28/09/2010;032551802010092813;0.0825;0.0374;0.013;0.8805;0.723;0.2701;0.8046;0.032;0.0646;0.2833;0.208;0.4763
03255180;03/08/2011;032551802011080313;0.0915;0.0179;0.0188;0.6826;0.5688;0.3831;0.694;0.0364;0.1086;0.4748;0.3678;0.6325
03255180;30/07/2012;032551802012073013;0.1232;0.0474;0.0296;0.719;0.5948;0.4475;0.6563;0.0563;0.2369;0.5191;0.4699;0.6257
03255180;29/07/2013;032551802013072913;0.1672;0.0314;0.0189;0.6931;0.6235;0.4423;0.6525;0.0417;0.169;0.3768;0.3209;0.3647
03255180;29/09/2015;032551802015092913;0.1315;0.0346;0.0413;0.7064;0.5373;0.4241;0.5691;0.0937;0.1839;0.3464;0.2754;0.5328
03255180;11/10/2016;032551802016101113;0.0728;0.0149;0.0082;0.6127;0.6125;0.4843;0.553;0.0822;0.2803;0.3517;0.3353;0.746
03255180;07/08/2018;032551802018080713;0.0725;0.0066;0.0033;0.6487;0.5542;0.4756;0.6399;0.0531;0.1582;0.3641;0.326;0.7764
03255180;29/08/2019;032551802019082913;0.0657;0.0101;0.0139;0.7191;0.5703;0.4163;0.691;0.0201;0.1105;0.4326;0.3056;0.7713
03255180;28/08/2020;032551802020082813;0.0825;0.0295;0.0223;0.7457;0.6362;0.6204;0.6969;0.0495;0.2239;0.4171;0.304;0.8308
03255180;21/07/2022;032551802022072113;0.0644;0.0155;0.0094;0.6722;0.5275;0.6875;0.6015;0.0688;0.2971;0.3884;0.295;0.7434
03255180;18/07/2023;032551802023071813;0.0398;0.0123;0.0076;0.5507;0.5002;0.6427;0.447;0.0655;0.2151;0.3837;0.2687;0.7373
03255180;12/08/2024;032551802024081213;0.091;0.0244;0.0171;0.7216;0.5347;0.4986;0.5681;0.0746;0.2227;0.4026;0.3379;0.7119
03255250;02/06/2016;032552502016060213;0.0134;0.0179;0.0026;0.5305;0.649;0.8195;0.4466;0.0897;0.4936;0.4806;0.5638;0.733
03255250;28/06/2024;032552502024062813;0.0589;0.0194;0.0094;0.6692;0.6394;0.6286;0.6003;0.068;0.4403;0.555;0.5051;0.7184
03255280;07/08/2018;032552802018080713;0.2186;0.1393;0.0843;0.7784;0.6759;0.5171;0.652;0.1449;0.5246;0.7291;0.6313;0.8404
03255280;29/08/2019;032552802019082913;0.1484;0.1326;0.0776;0.8503;0.749;0.545;0.6886;0.1143;0.6034;0.7815;0.6313;0.8564
03255580;22/06/2010;032555802010062213;0.2146;0.086;0.0259;0.8182;0.2992;0.8335;0.701;0.1264;0.2899;0.5483;0.3315;0.9405
03255580;04/08/2011;032555802011080413;0.2236;0.1063;0.0206;0.773;0.3092;0.8461;0.7491;0.2033;0.2382;0.5532;0.2306;0.923
03255580;30/07/2012;032555802012073013;0.0832;0.0969;0.0252;0.8538;0.521;0.9026;0.7172;0.1332;0.4463;0.6454;0.3863;0.9701
03255580;18/06/2013;032555802013061813;0.0765;0.0328;0.0149;0.9461;0.5695;0.8955;0.6636;0.0771;0.295;0.6621;0.1717;0.9794
03255580;04/08/2014;032555802014080413;0.1133;0.0446;0.0184;0.9209;0.567;0.8891;0.7804;0.07;0.2687;0.6556;0.2289;0.96
03255580;14/09/2015;032555802015091413;0.1079;0.1272;0.08;0.822;0.5962;0.8544;0.7033;0.2204;0.443;0.5929;0.331;0.917
03255580;02/06/2016;032555802016060213;0.2423;0.078;0.0279;0.7324;0.3065;0.8249;0.7015;0.1213;0.2345;0.4971;0.4058;0.9017
03255580;12/07/2017;032555802017071213;0.3471;0.0944;0.0342;0.4627;0.2696;0.7848;0.594;0.2912;0.2384;0.5147;0.508;0.8211
03255580;27/08/2019;032555802019082713;0.3487;0.195;0.0832;0.608;0.3109;0.9292;0.7587;0.1706;0.2966;0.5255;0.5187;0.8865
03255580;27/08/2020;032555802020082713;0.5013;0.3506;0.1648;0.6159;0.3226;0.7779;0.6901;0.2482;0.3397;0.6075;0.6398;0.7918
03255580;21/07/2022;032555802022072113;0.2418;0.089;0.0667;0.761;0.2862;0.7748;0.5681;0.2316;0.2943;0.6229;0.4878;0.916
03255580;17/07/2023;032555802023071713;0.2688;0.1303;0.0694;0.7034;0.2534;0.8517;0.5517;0.2698;0.2952;0.6314;0.6032;0.9254
03255628;18/07/2023;032556282023071813;0.0585;0.0191;0.0207;0.7138;0.5841;0.6405;0.674;0.0451;0.1789;0.4573;0.1763;0.8505
03255650;28/09/2010;032556502010092813;0.2899;0.133;0.1187;0.7907;0.705;0.8488;0.8033;0.0877;0.2132;0.3932;0.3047;0.93
03255650;04/08/2011;032556502011080413;0.3134;0.6038;0.125;0.6092;0.5523;0.898;0.8513;0.306;0.358;0.3485;0.4352;0.8195
03255650;30/09/2015;032556502015093013;0.3231;0.2482;0.0849;0.7398;0.6637;0.817;0.7666;0.161;0.3799;0.516;0.3862;0.9208
03255650;02/06/2016;032556502016060213;0.2291;0.0739;0.0531;0.5181;0.4049;0.7342;0.6093;0.184;0.257;0.5442;0.503;0.8523
03255650;08/08/2018;032556502018080813;0.1987;0.1527;0.0389;0.8062;0.4583;0.907;0.788;0.1439;0.3421;0.5639;0.288;0.9187
03255650;29/08/2019;032556502019082913;0.2563;0.1605;0.0547;0.782;0.5089;0.8749;0.7213;0.1921;0.3955;0.5115;0.3267;0.8233
03255650;26/08/2020;032556502020082613;0.3329;0.3487;0.2032;0.7135;0.6594;0.7794;0.703;0.2756;0.5285;0.5692;0.363;0.8653
03255650;24/08/2022;032556502022082413;0.2502;0.241;0.091;0.7452;0.5447;0.886;0.7089;0.2001;0.3872;0.5453;0.3282;0.8112
03255650;04/10/2023;032556502023100413;0.203;0.2599;0.0552;0.8248;0.5919;0.8585;0.7777;0.1813;0.3622;0.6071;0.3511;0.8733
03255650;12/08/2024;032556502024081213;0.317;0.1944;0.0931;0.6172;0.4289;0.7959;0.6369;0.1881;0.3182;0.5781;0.5514;0.7583
03255690;26/08/2013;032556902013082613;0.3386;0.1351;0.098;0.4939;0.5061;0.7713;0.6403;0.1164;0.2117;0.5038;0.5586;0.6765
03255690;13/09/2021;032556902021091313;0.655;0.5194;0.4147;0.6324;0.5621;0.8279;0.7455;0.2529;0.4275;0.4844;0.5287;0.6722
03255785;24/06/2010;032557852010062413;0.0639;0.0146;0.0121;0.708;0.5478;0.5432;0.7317;0.0281;0.1122;0.5166;0.4318;0.8652
03255785;04/08/2011;032557852011080413;0.0972;0.0254;0.0108;0.846;0.7111;0.7043;0.7764;0.0395;0.1617;0.5162;0.3378;0.9061
03255785;06/08/2013;032557852013080613;0.091;0.0518;0.0201;0.8362;0.7182;0.6825;0.7858;0.0278;0.2048;0.4226;0.2374;0.9004
03255785;05/08/2014;032557852014080513;0.0475;0.0175;0.0247;0.8128;0.6382;0.6079;0.801;0.021;0.1191;0.4471;0.2405;0.8344
03255785;05/08/2015;032557852015080513;0.1831;0.1076;0.0433;0.764;0.6051;0.4952;0.6729;0.0663;0.1795;0.6234;0.5649;0.7851
03255785;08/08/2018;032557852018080813;0.2014;0.0659;0.0641;0.7927;0.545;0.6183;0.7611;0.0498;0.1328;0.5438;0.4514;0.806
03255785;26/08/2020;032557852020082613;0.1783;0.1841;0.0893;0.6808;0.6094;0.6241;0.5962;0.2419;0.4866;0.5268;0.5826;0.6422
03255785;20/09/2023;032557852023092013;0.1461;0.1084;0.0299;0.708;0.6849;0.5226;0.7364;0.0464;0.2051;0.3847;0.2441;0.6643
03255788;18/09/2023;032557882023091813;0.6387;0.5371;0.4026;0.7742;0.496;0.8048;0.5528;0.185;0.466;0.671;0.5238;0.7783
03255790;24/08/2022;032557902022082413;0.777;0.7456;0.7135;0.579;0.7074;0.843;0.8223;0.3776;0.658;0.5865;0.563;0.6968
03255910;27/08/2019;032559102019082713;0.7071;0.6346;0.697;0.5039;0.4763;0.6174;0.7742;0.448;0.5643;0.5728;0.5439;0.5119
03255920;31/08/2018;032559202018083113;0.6327;0.6343;0.5767;0.5741;0.567;0.866;0.8221;0.5741;0.5882;0.4496;0.7529;0.8823
03255920;30/09/2020;032559202020093013;0.5699;0.596;0.5212;0.5293;0.5308;0.9521;0.8625;0.6061;0.6177;0.478;0.6714;0.9618
03255920;20/09/2023;032559202023092013;0.5822;0.6393;0.5033;0.5404;0.5546;0.8271;0.6418;0.7885;0.6819;0.3692;0.7556;0.8815
03256600;21/07/2015;032566002015072113;0.1693;0.1083;0.0523;0.8529;0.6828;0.6126;0.5856;0.0946;0.5265;0.6737;0.5391;0.7787
03256600;20/07/2021;032566002021072013;0.2588;0.5349;0.527;0.6542;0.8322;0.7221;0.5836;0.4925;0.6819;0.5796;0.6783;0.8783
03256600;27/06/2023;032566002023062713;0.1211;0.1698;0.0784;0.8383;0.7884;0.6691;0.6151;0.2021;0.6153;0.6978;0.6249;0.9143
03256990;21/07/2015;032569902015072113;0.0966;0.0743;0.0436;0.8276;0.6851;0.5946;0.7498;0.0867;0.3124;0.5292;0.2459;0.8445
03256990;19/07/2022;032569902022071913;0.0814;0.0704;0.0188;0.817;0.7036;0.7814;0.8;0.071;0.212;0.5085;0.2281;0.8822
03257130;24/06/2010;032571302010062413;0.0563;0.0086;0.0029;0.8495;0.6479;0.8153;0.7855;0.0231;0.2101;0.5259;0.2463;0.9471
03257130;03/08/2011;032571302011080313;0.0179;0.0119;0.0053;0.9403;0.7304;0.869;0.8106;0.0186;0.1562;0.6169;0.1257;0.9608
03257130;01/08/2012;032571302012080113;0.0945;0.0736;0.0328;0.8268;0.6309;0.4141;0.6766;0.0764;0.3173;0.5961;0.4469;0.7957
03257130;18/06/2013;032571302013061813;0.0561;0.0223;0.0149;0.8936;0.6237;0.762;0.7161;0.0227;0.2581;0.7294;0.3577;0.9341
03257130;21/07/2015;032571302015072113;0.0628;0.0312;0.0109;0.9109;0.586;0.7905;0.7522;0.0357;0.1388;0.6203;0.1995;0.9352
03257130;01/06/2016;032571302016060113;0.0759;0.0404;0.0242;0.6398;0.5633;0.5595;0.7373;0.0521;0.1813;0.5112;0.2957;0.7581
03257130;10/07/2017;032571302017071013;0.0728;0.0269;0.0154;0.8596;0.561;0.81;0.7244;0.0819;0.1702;0.5265;0.1151;0.9267
03257130;03/08/2020;032571302020080313;0.18;0.0848;0.0616;0.7753;0.6306;0.7945;0.731;0.1156;0.4095;0.5766;0.444;0.767
03257130;06/07/2023;032571302023070613;0.1209;0.0844;0.068;0.7571;0.6549;0.7907;0.7198;0.093;0.3243;0.589;0.3098;0.8144
03257335;14/09/2015;032573352015091413;0.2853;0.3618;0.2025;0.782;0.8042;0.7746;0.6284;0.1856;0.5459;0.6418;0.6668;0.8964
03257335;28/09/2018;032573352018092813;0.262;0.3624;0.112;0.8152;0.6548;0.7474;0.6743;0.1448;0.5311;0.6535;0.476;0.8231
03257335;03/08/2020;032573352020080313;0.1878;0.2663;0.1323;0.8568;0.8437;0.8538;0.6458;0.1914;0.625;0.669;0.6689;0.9651
03257335;06/07/2023;032573352023070613;0.4765;0.5316;0.2829;0.7898;0.6575;0.8621;0.7052;0.1942;0.5453;0.618;0.569;0.9049
03257410;01/08/2012;032574102012080113;0.1456;0.1599;0.1117;0.7757;0.6943;0.7889;0.6162;0.223;0.5245;0.6033;0.4979;0.9488
03257410;18/06/2013;032574102013061813;0.0425;0.0273;0.014;0.8859;0.7476;0.8631;0.6865;0.0728;0.4612;0.6457;0.2651;0.9424
03257410;16/07/2014;032574102014071613;0.092;0.0445;0.0127;0.8454;0.6524;0.8881;0.8174;0.0763;0.2435;0.6048;0.2696;0.9367
03257500;05/08/2013;032575002013080513;0.5601;0.5055;0.5219;0.604;0.6282;0.5381;0.4976;0.4679;0.6604;0.548;0.6362;0.6596
03257500;22/08/2019;032575002019082213;0.5162;0.4116;0.3544;0.8311;0.7518;0.6551;0.4713;0.2966;0.6551;0.7637;0.6194;0.8225
03257500;03/07/2023;032575002023070313;0.3286;0.3972;0.3434;0.7998;0.7245;0.6073;0.5158;0.3646;0.7095;0.6753;0.6488;0.8578
03257800;27/09/2010;032578002010092713;0.1178;0.0413;0.0224;0.7608;0.7924;0.732;0.7547;0.0923;0.1987;0.202;0.1091;0.8052
03257800;02/08/2011;032578002011080213;0.0576;0.0339;0.0139;0.7578;0.6785;0.8136;0.7198;0.0712;0.2545;0.4295;0.2477;0.9234
03257800;31/07/2012;032578002012073113;0.1268;0.0621;0.0265;0.51;0.5556;0.7155;0.5317;0.2295;0.3873;0.3242;0.2834;0.7555
03257800;20/06/2013;032578002013062013;0.0593;0.0246;0.0359;0.6949;0.6034;0.7735;0.6443;0.057;0.2095;0.2705;0.1973;0.8876
03257800;17/07/2014;032578002014071713;0.0725;0.0687;0.072;0.7537;0.6514;0.7532;0.5231;0.1087;0.5186;0.5077;0.3937;0.8566
03257800;18/08/2015;032578002015081813;0.0841;0.0391;0.0073;0.7548;0.6917;0.6339;0.7052;0.0631;0.2097;0.304;0.0784;0.7954
03257800;02/06/2016;032578002016060213;0.0634;0.0169;0.0111;0.8106;0.6943;0.4826;0.6298;0.0683;0.3558;0.5471;0.2728;0.8463
03257800;26/09/2018;032578002018092613;0.0621;0.0184;0.0032;0.8157;0.6976;0.623;0.6913;0.028;0.1408;0.3187;0.1766;0.796
03257800;27/06/2019;032578002019062713;0.0224;0.0092;0.0035;0.8483;0.6216;0.7041;0.6544;0.0238;0.1784;0.3705;0.1265;0.8969
03257800;04/08/2020;032578002020080413;0.133;0.0826;0.0591;0.7175;0.6164;0.6723;0.5564;0.1252;0.4466;0.3848;0.3944;0.7239
03257800;20/07/2021;032578002021072013;0.1105;0.0597;0.0461;0.7364;0.5692;0.6025;0.5116;0.1059;0.4294;0.4304;0.3782;0.7205
03257800;20/07/2022;032578002022072013;0.1284;0.0455;0.0421;0.6842;0.5865;0.6998;0.5388;0.1129;0.2771;0.2952;0.1954;0.6615
03257800;29/06/2023;032578002023062913;0.0873;0.0447;0.0256;0.6585;0.4741;0.7162;0.4617;0.1199;0.3329;0.3045;0.2026;0.7578
03257800;13/06/2024;032578002024061313;0.1695;0.0799;0.0759;0.6526;0.5853;0.6236;0.5141;0.143;0.3671;0.4222;0.5114;0.6397
03257920;29/06/2023;032579202023062913;0.0772;0.0625;0.0296;0.8093;0.7172;0.8257;0.5023;0.1266;0.6966;0.5623;0.5266;0.8834
03258000;23/06/2010;032580002010062313;0.08;0.0454;0.0244;0.7593;0.6987;0.6894;0.6819;0.0524;0.3768;0.5258;0.4127;0.8665
03258000;02/08/2011;032580002011080213;0.2456;0.1062;0.0359;0.7741;0.5182;0.7572;0.6732;0.1674;0.3787;0.552;0.4397;0.8862
03258000;31/07/2012;032580002012073113;0.2997;0.5022;0.4582;0.6354;0.7724;0.6377;0.5891;0.4771;0.7204;0.6228;0.6005;0.8765
03258000;20/06/2013;032580002013062013;0.0598;0.0441;0.0063;0.9289;0.7602;0.6891;0.5637;0.1246;0.6164;0.763;0.4086;0.9575
03258000;23/07/2015;032580002015072313;0.0664;0.0562;0.0203;0.9056;0.6723;0.6284;0.7324;0.0407;0.4151;0.6651;0.3247;0.8696
03258000;26/09/2018;032580002018092613;0.072;0.0849;0.0253;0.7197;0.682;0.6387;0.6881;0.0908;0.3513;0.4511;0.2347;0.9248
03258000;05/08/2020;032580002020080513;0.1331;0.0987;0.0623;0.6149;0.6068;0.719;0.5792;0.2456;0.5141;0.4423;0.3539;0.7653
03258000;28/06/2023;032580002023062813;0.0388;0.0157;0.0084;0.8601;0.6817;0.6448;0.6199;0.0215;0.321;0.6054;0.3011;0.8747
03258025;27/06/2019;032580252019062713;0.1636;0.036;0.0264;0.874;0.6783;0.5272;0.6108;0.0542;0.6179;0.6938;0.5284;0.8544
03258235;02/06/2016;032582352016060213;0.0447;0.0298;0.0243;0.855;0.6398;0.4557;0.6784;0.0441;0.4348;0.6454;0.4135;0.8265
03258235;14/06/2024;032582352024061413;0.0381;0.0195;0.0148;0.8091;0.627;0.6104;0.6209;0.0821;0.5927;0.5297;0.3281;0.8544
03258240;26/06/2019;032582402019062613;0.4704;0.1607;0.0625;0.9091;0.6265;0.5728;0.4822;0.0826;0.4447;0.7637;0.6349;0.8762
03258260;30/06/2023;032582602023063013;0.5253;0.338;0.1955;0.7917;0.5691;0.6766;0.5268;0.1831;0.5316;0.7581;0.6372;0.8679
03258300;23/06/2010;032583002010062313;0.0277;0.0529;0.0092;0.9923;0.763;0.7042;0.6406;0.0317;0.5833;0.9563;0.5466;0.9424
03258300;02/08/2011;032583002011080213;0.0418;0.0634;0.0342;0.9707;0.7731;0.5924;0.63;0.0393;0.5226;0.8312;0.5361;0.9087
03258300;30/07/2012;032583002012073013;0.0732;0.0853;0.0458;0.9247;0.71;0.6458;0.7221;0.0881;0.5745;0.7759;0.4393;0.9315
03258300;20/06/2013;032583002013062013;0.0804;0.0502;0.031;0.9762;0.7755;0.7517;0.6362;0.0559;0.6065;0.8494;0.4143;0.9736
03258300;17/07/2014;032583002014071713;0.0604;0.0802;0.0425;0.9423;0.7136;0.5884;0.724;0.0528;0.6108;0.793;0.4748;0.8934
03258300;20/07/2015;032583002015072013;0.0451;0.0672;0.0425;0.9211;0.692;0.5522;0.6913;0.0361;0.4552;0.7425;0.4685;0.9152
03258300;26/09/2018;032583002018092613;0.0868;0.0736;0.0188;0.883;0.6548;0.6326;0.7055;0.0522;0.2576;0.5787;0.2279;0.9264
03258300;04/08/2020;032583002020080413;0.0684;0.0887;0.0543;0.8916;0.6945;0.7545;0.7064;0.0663;0.4956;0.6826;0.3756;0.8945
03258300;29/06/2023;032583002023062913;0.0816;0.0552;0.0307;0.9722;0.8069;0.7869;0.6402;0.0666;0.6239;0.8861;0.4772;0.9689
03258420;02/06/2016;032584202016060213;0.0755;0.0552;0.0216;0.5665;0.5109;0.5;0.5508;0.1386;0.3091;0.3705;0.4687;0.4756
03258420;27/06/2019;032584202019062713;0.1056;0.0771;0.0771;0.6897;0.5862;0.467;0.6004;0.1617;0.6263;0.5332;0.5445;0.4988
03258420;05/08/2020;032584202020080513;0.1273;0.0954;0.0695;0.6088;0.5037;0.4998;0.5895;0.208;0.5295;0.4566;0.5307;0.4515
03258500;27/06/2019;032585002019062713;0.1266;0.2004;0.1658;0.5951;0.7946;0.7551;0.499;0.3232;0.6881;0.5128;0.6492;0.8506
03258500;12/06/2024;032585002024061213;0.1176;0.1759;0.0941;0.3842;0.7566;0.8809;0.5048;0.3619;0.5666;0.433;0.5138;0.8496
03258850;20/07/2021;032588502021072013;0.3013;0.5656;0.5411;0.8172;0.8966;0.8887;0.5622;0.2673;0.6621;0.6843;0.6756;0.9425
03258850;28/06/2023;032588502023062813;0.3394;0.5197;0.5175;0.7617;0.8852;0.8384;0.5471;0.3026;0.62;0.6575;0.6934;0.8676
03259000;31/07/2012;032590002012073113;0.056;0.0388;0.0284;0.8347;0.5847;0.7394;0.6175;0.0624;0.4705;0.5115;0.2708;0.9041
03259000;26/06/2019;032590002019062613;0.0446;0.0168;0.0099;0.8705;0.5239;0.7005;0.6472;0.0244;0.2387;0.4833;0.2183;0.8998
03259240;01/08/2012;032592402012080113;0.2065;0.3477;0.2438;0.8324;0.7916;0.6911;0.5774;0.2674;0.6408;0.6866;0.6231;0.9263
03259350;01/06/2016;032593502016060113;0.2226;0.1979;0.108;0.7769;0.7196;0.727;0.5226;0.2369;0.5912;0.6303;0.6257;0.9011
03259350;27/06/2023;032593502023062713;0.1035;0.1482;0.0832;0.7099;0.7359;0.6789;0.4756;0.1905;0.5763;0.5223;0.5724;0.7964
03259550;27/06/2023;032595502023062713;0.0407;0.0274;0.017;0.7217;0.6941;0.7891;0.575;0.0603;0.3404;0.4898;0.419;0.8586
03259700;26/06/2019;032597002019062613;0.0136;0.0037;0.0023;0.4574;0.5174;0.7144;0.4886;0.0716;0.2432;0.3562;0.3578;0.7334
03259850;02/06/2016;032598502016060213;0.3087;0.4268;0.3073;0.6324;0.7194;0.7583;0.5182;0.3669;0.5797;0.5866;0.6641;0.8717
03259850;12/06/2024;032598502024061213;0.1232;0.0473;0.0237;0.7811;0.6119;0.4729;0.578;0.1295;0.5729;0.5222;0.4653;0.7362
03260000;23/06/2010;032600002010062313;0.0492;0.0152;0.0037;0.833;0.6145;0.7201;0.6309;0.047;0.2122;0.4492;0.1645;0.9516
03260000;02/08/2011;032600002011080213;0.0691;0.0405;0.0139;0.7296;0.6312;0.797;0.6938;0.1147;0.2427;0.4091;0.1662;0.9194
03260000;01/08/2012;032600002012080113;0.0453;0.0543;0.0269;0.7555;0.5609;0.7516;0.6501;0.1188;0.3517;0.5242;0.2099;0.9304
03260000;19/06/2013;032600002013061913;0.1036;0.0554;0.0215;0.7845;0.5616;0.6547;0.595;0.1431;0.414;0.461;0.2324;0.8814
03260000;15/07/2014;032600002014071513;0.1241;0.0649;0.0407;0.8428;0.6305;0.8358;0.6649;0.1277;0.3305;0.4746;0.2043;0.8853
03260000;22/07/2015;032600002015072213;0.089;0.0618;0.0251;0.7497;0.5925;0.7792;0.7115;0.0722;0.2479;0.4025;0.1593;0.8862
03260000;12/09/2016;032600002016091213;0.0964;0.1134;0.0615;0.8436;0.711;0.6525;0.7332;0.095;0.3696;0.5114;0.2402;0.8561
03260000;11/07/2017;032600002017071113;0.1534;0.0556;0.0335;0.5727;0.49;0.7406;0.6191;0.1677;0.2853;0.3079;0.1506;0.7415
03260000;20/08/2019;032600002019082013;0.1369;0.0775;0.0211;0.6989;0.5422;0.6387;0.662;0.1255;0.2107;0.3408;0.0732;0.8593
03260000;04/08/2020;032600002020080413;0.2144;0.1316;0.0761;0.5507;0.5859;0.7338;0.6057;0.246;0.3813;0.3881;0.3414;0.685
03260000;06/07/2022;032600002022070613;0.1537;0.1303;0.0566;0.7432;0.609;0.7012;0.5959;0.2531;0.5179;0.5606;0.3509;0.8797
03260000;28/06/2023;032600002023062813;0.1122;0.0823;0.0483;0.5734;0.6276;0.8073;0.5214;0.2732;0.5144;0.4244;0.294;0.9117
03261000;26/06/2019;032610002019062613;0.04;0.0313;0.0141;0.5601;0.7745;0.8793;0.5116;0.1797;0.6138;0.4383;0.5022;0.8772
03261180;22/07/2015;032611802015072213;0.0587;0.0195;0.029;0.4478;0.6314;0.7226;0.5101;0.1216;0.3591;0.3239;0.3911;0.5831
03261180;27/09/2018;032611802018092713;0.0524;0.0218;0.0116;0.4634;0.6765;0.6916;0.5328;0.1471;0.4903;0.2828;0.4884;0.5898
03261180;04/08/2020;032611802020080413;0.0503;0.0452;0.0276;0.517;0.6998;0.8811;0.4777;0.1692;0.6197;0.4198;0.5539;0.7732
03261180;28/06/2023;032611802023062813;0.048;0.0295;0.0198;0.4713;0.6187;0.8059;0.4181;0.1412;0.5555;0.3094;0.4281;0.7111
03261600;22/06/2012;032616002012062213;0.0599;0.0059;0.0052;0.0847;0.4395;0.6091;0.5459;0.1946;0.1261;0.0382;0.3839;0.3179
03261600;04/06/2013;032616002013060413;0.0408;0.0064;0.0052;0.1081;0.4036;0.4701;0.5721;0.1987;0.1303;0.0465;0.3121;0.3414
03261600;30/06/2014;032616002014063013;0.0737;0.0074;0.0052;0.1507;0.3484;0.4443;0.5768;0.2636;0.1147;0.0985;0.5397;0.2713
03261600;22/10/2015;032616002015102213;0.1762;0.0261;0.0165;0.2031;0.4066;0.4522;0.5193;0.284;0.1401;0.0779;0.409;0.2721
03261600;12/09/2016;032616002016091213;0.1452;0.0192;0.0115;0.3164;0.3936;0.4057;0.6081;0.1725;0.1565;0.1521;0.4941;0.3407
03261600;11/07/2017;032616002017071113;0.1297;0.0209;0.0059;0.1197;0.4248;0.4974;0.5308;0.2853;0.2326;0.0788;0.5115;0.2934
03261600;27/09/2018;032616002018092713;0.1165;0.0152;0.0065;0.1003;0.3147;0.3226;0.5656;0.2166;0.0649;0.0348;0.4611;0.1645
03261600;25/06/2019;032616002019062513;0.0631;0.0088;0.0049;0.0536;0.3984;0.4703;0.5279;0.2446;0.1324;0.032;0.5158;0.1907
03261600;30/06/2020;032616002020063013;0.0879;0.0086;0.0117;0.1665;0.3785;0.4991;0.5424;0.1294;0.1454;0.139;0.4974;0.2851
03261600;20/07/2021;032616002021072013;0.0804;0.0208;0.0361;0.1712;0.5822;0.7271;0.4296;0.2593;0.4368;0.1513;0.3897;0.3851
03261600;05/07/2022;032616002022070513;0.1896;0.0261;0.0095;0.1901;0.3974;0.4676;0.4844;0.2798;0.2914;0.1378;0.5565;0.2465
03261600;27/06/2023;032616002023062713;0.1561;0.0139;0.0353;0.1183;0.3867;0.5274;0.5274;0.2434;0.2898;0.1185;0.5392;0.2759
03261600;12/06/2024;032616002024061213;0.0819;0.014;0.0071;0.2411;0.4452;0.6042;0.5736;0.064;0.1232;0.1487;0.4497;0.3706
03261760;22/07/2015;032617602015072213;0.1279;0.0437;0.0236;0.6898;0.5791;0.4859;0.5134;0.1121;0.3142;0.3885;0.563;0.5306
03261760;20/07/2022;032617602022072013;0.0735;0.0306;0.0169;0.7327;0.6444;0.5658;0.6388;0.0541;0.2592;0.4709;0.5052;0.685
03261785;27/06/2023;032617852023062713;0.1071;0.0817;0.0682;0.7011;0.6974;0.7042;0.5335;0.1592;0.7022;0.4973;0.5274;0.8255
03262000;24/06/2010;032620002010062413;0.0808;0.0272;0.0162;0.9424;0.7947;0.4602;0.6568;0.0426;0.5509;0.8463;0.4574;0.8905
03262000;02/08/2011;032620002011080213;0.091;0.0585;0.0397;0.8623;0.6544;0.4895;0.6508;0.0656;0.5658;0.7017;0.5456;0.8105
03262000;02/08/2012;032620002012080213;0.0682;0.0496;0.021;0.8827;0.7611;0.6399;0.5796;0.1228;0.6389;0.6531;0.518;0.8947
